# z	 E	 H
#t = 0
0.3	-0.0335376	-0.084259
0.4	-0.0445156	-0.0829164
0.5	-0.0553078	-0.0812325
0.6	-0.0658949	-0.0792448
0.7	-0.0762053	-0.0769252
0.8	-0.0862353	-0.0743232
0.9	-0.0959008	-0.0714053
1	-0.105216	-0.0682287
1.1	-0.114084	-0.0647601
1.2	-0.122537	-0.0610571
1.3	-0.130468	-0.0570949
1.4	-0.137926	-0.0529211
1.5	-0.144795	-0.048531
1.6	-0.151138	-0.0439487
1.7	-0.15684	-0.0392035
1.8	-0.161964	-0.0342817
1.9	-0.166415	-0.0292587
2	-0.170233	-0.0240737
2.1	-0.173368	-0.0188521
2.2	-0.175814	-0.0134876
2.3	-0.177589	-0.00814533
2.4	-0.178622	-0.00269286
2.5	-0.179009	0.00269528
2.6	-0.178615	0.00813796
2.7	-0.177602	0.0135002
2.8	-0.175798	0.018834
2.9	-0.173386	0.0240974
3	-0.170216	0.0292303
3.1	-0.166426	0.0343143
3.2	-0.161959	0.0391708
3.3	-0.156835	0.0439815
3.4	-0.151149	0.0485063
3.5	-0.144777	0.0529362
3.6	-0.137954	0.0570806
3.7	-0.13048	0.0610056
3.8	-0.122639	0.0646699
3.9	-0.114319	0.067902
4	-0.105741	0.0707908
4.1	-0.0970818	0.0729116
4.2	-0.0884657	0.074296
4.3	-0.0804295	0.0744161
4.4	-0.0730506	0.0730713
4.5	-0.0669241	0.0700156
4.6	-0.0619981	0.0650362
4.7	-0.0582139	0.058669
4.8	-0.0551347	0.0512419
4.9	-0.0517264	0.0439265
5	-0.0474556	0.0374079
5.1	-0.0415234	0.0320351
5.2	-0.0343548	0.0276623
5.3	-0.0267851	0.0230127
5.4	-0.0197447	0.0174566
5.5	-0.0141039	0.0104794
5.6	-0.0090788	0.00282641
5.7	-0.00382532	-0.00409614
5.8	0.00260828	-0.009949
5.9	0.0101542	-0.0148531
6	0.017267	-0.0202763
6.1	0.02333	-0.0269315
6.2	0.0283531	-0.0338748
6.3	0.0335979	-0.0401694
6.4	0.040112	-0.0450074
6.5	0.0467474	-0.0495038
6.6	0.0524831	-0.0550509
6.7	0.0569955	-0.0609632
6.8	0.0612902	-0.0662265
6.9	0.0667429	-0.0701135
7	0.0721789	-0.0735392
7.1	0.0763267	-0.0780482
7.2	0.0795901	-0.0825427
7.3	0.0829382	-0.085719
7.4	0.0870877	-0.0880425
7.5	0.0906351	-0.0904871
7.6	0.0924861	-0.0935772
7.7	0.0943429	-0.0958961
7.8	0.0968786	-0.0965793
7.9	0.0988254	-0.0975202
8	0.0996029	-0.099107
8.1	0.0998075	-0.0996358
8.2	0.100535	-0.0990756
8.3	0.101168	-0.0985316
8.4	0.100159	-0.0982672
8.5	0.0987954	-0.0973702
8.6	0.0983436	-0.0952053
8.7	0.0969513	-0.0931333
8.8	0.0942101	-0.0916396
8.9	0.0919486	-0.0888424
9	0.0897997	-0.0850966
9.1	0.0864536	-0.0823006
9.2	0.0826675	-0.0791138
9.3	0.0792441	-0.0743892
9.4	0.075398	-0.070109
9.5	0.0707039	-0.0662999
9.6	0.0659908	-0.0610989
9.7	0.0614426	-0.0556231
9.8	0.0562281	-0.051023
9.9	0.0505793	-0.0455598
10	0.045255	-0.0392837
10.1	0.0396395	-0.0339351
10.2	0.0334575	-0.0283357
10.3	0.0275392	-0.021602
10.4	0.0215574	-0.0156482
10.5	0.0151036	-0.0100626
10.6	0.00894639	-0.00321181
10.7	0.00273664	0.00319193
10.8	-0.00390145	0.00865777
10.9	-0.0099586	0.0152251
11	-0.0160472	0.0218253
11.1	-0.0228117	0.0272208
11.2	-0.0286575	0.033182
11.3	-0.0341795	0.0394509
11.4	-0.0407479	0.0448386
11.5	-0.0464715	0.0502621
11.6	-0.0513033	0.0555525
11.7	-0.0570311	0.0605447
11.8	-0.0624007	0.0657794
11.9	-0.0669348	0.0700226
12	-0.0715394	0.0738432
12.1	-0.0756887	0.0785636
12.2	-0.0799449	0.0823053
12.3	-0.0839969	0.0850637
12.4	-0.0866328	0.0882233
12.5	-0.0896031	0.0909934
12.6	-0.0929471	0.0935957
12.7	-0.0950847	0.0955633
12.8	-0.0968312	0.0963516
12.9	-0.0980789	0.0978155
13	-0.0992269	0.0992213
13.1	-0.1008	0.0994781
13.2	-0.100937	0.0993296
13.3	-0.100298	0.0983754
13.4	-0.0998442	0.097779
13.5	-0.0991162	0.0974932
13.6	-0.098671	0.095852
13.7	-0.0970647	0.0936266
13.8	-0.0942672	0.0907126
13.9	-0.0916656	0.08788
14	-0.0888931	0.0858277
14.1	-0.0866655	0.0829344
14.2	-0.0838776	0.0793938
14.3	-0.0796945	0.0747311
14.4	-0.0750405	0.0694167
14.5	-0.0697114	0.0648818
14.6	-0.0651386	0.0605055
14.7	-0.0611358	0.0567273
14.8	-0.0569734	0.052392
14.9	-0.052577	0.0468463
15	-0.0466017	0.0404721
15.1	-0.0398254	0.0328622
15.2	-0.0322564	0.0254984
15.3	-0.0246445	0.0184634
15.4	-0.0180103	0.0125181
15.5	-0.0121369	0.00802406
15.6	-0.00794347	0.00448559
15.7	-0.00467562	0.00240177
15.8	-0.00258308	0.000801447
15.9	-0.00126976	4.9149e-05
16	-0.000323383	-0.000437169
16.1	3.97213e-06	-0.000712658
16.2	0.000451662	-0.000687611
16.3	0.000459368	-0.000842537
16.4	0.00066239	-0.000650967
16.5	0.000664647	-0.000740213
16.6	0.000702627	-0.000560187
16.7	0.00078574	-0.000555585
16.8	0.000714262	-0.000457343
16.9	0.000853238	-0.000351952
17	0.000737783	-0.000334487
17.1	0.000875128	-0.000158532
17.2	0.000773817	-0.000184364
17.3	0.000863694	1.52617e-05
17.4	0.000809483	-1.06693e-05
17.5	0.000833462	0.000171809
17.6	0.00083154	0.000175723
17.7	0.000795466	0.000317869
17.8	0.000832052	0.000362718
17.9	0.00075494	0.000459256
18	0.000809081	0.000540821
18.1	0.000712262	0.000598487
18.2	0.000764854	0.000704245
18.3	0.000665221	0.000734773
18.4	0.000703447	0.000850278
18.5	0.000611103	0.00086516
18.6	0.000629066	0.000978043
18.7	0.000547943	0.000985829
18.8	0.000545181	0.00108739
18.9	0.000474981	0.00109307
19	0.000454351	0.00117824
19.1	0.000392599	0.0011838
19.2	0.000358388	0.00125027
19.3	0.000302025	0.00125575
19.4	0.000258643	0.00130291
19.5	0.000205016	0.00130744
19.6	0.000156246	0.00133549
19.7	0.000103617	0.00133807
19.8	5.22594e-05	0.00134736
19.9	-0.0194814	0


#t = 15.8
0	0	-0.0919181
0.1	-0.0110567	-0.091555
0.2	-0.022073	-0.0908317
0.3	-0.0329958	-0.089748
0.4	-0.0437979	-0.0883125
0.5	-0.0544146	-0.0865261
0.6	-0.0648319	-0.0844001
0.7	-0.0749754	-0.0819402
0.8	-0.0848432	-0.0791559
0.9	-0.0943543	-0.0760629
1	-0.103516	-0.0726625
1.1	-0.112246	-0.068987
1.2	-0.120555	-0.0650221
1.3	-0.128369	-0.0608241
1.4	-0.135692	-0.0563556
1.5	-0.142468	-0.0517024
1.6	-0.148686	-0.0468001
1.7	-0.154323	-0.0417651
1.8	-0.159335	-0.0365074
1.9	-0.163745	-0.0311675
2	-0.16747	-0.0256415
2.1	-0.170585	-0.0200752
2.2	-0.172964	-0.014375
2.3	-0.174733	-0.00866182
2.4	-0.175735	-0.00288639
2.5	-0.17612	0.00289232
2.6	-0.175739	0.00864449
2.7	-0.174723	0.0144025
2.8	-0.172979	0.0200397
2.9	-0.170565	0.0256823
3	-0.167495	0.0311256
3.1	-0.163715	0.0365479
3.2	-0.159367	0.0417327
3.3	-0.154289	0.0468248
3.4	-0.148715	0.0516921
3.5	-0.142449	0.0563478
3.6	-0.135719	0.0608176
3.7	-0.128425	0.0649261
3.8	-0.120687	0.0688298
3.9	-0.112638	0.0721909
4	-0.104276	0.0751205
4.1	-0.0960322	0.0772197
4.2	-0.0879184	0.0783141
4.3	-0.0805337	0.0781056
4.4	-0.0740361	0.0761345
4.5	-0.0687521	0.0724787
4.6	-0.0647733	0.0669283
4.7	-0.0615738	0.0602085
4.8	-0.0587659	0.0529461
4.9	-0.0551685	0.0460619
5	-0.0502996	0.040374
5.1	-0.0439007	0.0356194
5.2	-0.0364409	0.0314471
5.3	-0.0292423	0.0265329
5.4	-0.0228726	0.020277
5.5	-0.0177464	0.012992
5.6	-0.0128482	0.00545315
5.7	-0.00699157	-0.000879342
5.8	-4.00761e-05	-0.00617605
5.9	0.00759386	-0.0112967
6	0.0142929	-0.0172449
6.1	0.0197424	-0.0244199
6.2	0.0249368	-0.0312525
6.3	0.0307679	-0.0369124
6.4	0.0377233	-0.0416897
6.5	0.0442742	-0.0466359
6.6	0.0494037	-0.0527946
6.7	0.0539849	-0.0588159
6.8	0.0589481	-0.0635001
6.9	0.0647952	-0.0673955
7	0.070144	-0.0714653
7.1	0.0738511	-0.0764166
7.2	0.077364	-0.0808686
7.3	0.0815504	-0.0836443
7.4	0.0857754	-0.0862688
7.5	0.0889887	-0.0895616
7.6	0.0909425	-0.0926488
7.7	0.0933532	-0.0946282
7.8	0.0963897	-0.0956058
7.9	0.0980626	-0.0971314
8	0.0986662	-0.0990047
8.1	0.0996739	-0.0992718
8.2	0.100792	-0.0987591
8.3	0.10103	-0.0990361
8.4	0.100203	-0.0989492
8.5	0.099472	-0.0975961
8.6	0.0991909	-0.0959015
8.7	0.0976501	-0.0945039
8.8	0.0950769	-0.0927704
8.9	0.0933753	-0.0899168
9	0.0913733	-0.0867696
9.1	0.0877416	-0.0841937
9.2	0.0843516	-0.0808255
9.3	0.0815007	-0.0763123
9.4	0.0773261	-0.0724561
9.5	0.0726037	-0.0686564
9.6	0.0686325	-0.0633731
9.7	0.064014	-0.0582304
9.8	0.0584196	-0.0538475
9.9	0.0533921	-0.0482219
10	0.0483202	-0.0420914
10.1	0.0421721	-0.0370261
10.2	0.0363232	-0.0312949
10.3	0.0308902	-0.0245929
10.4	0.0244163	-0.0188751
10.5	0.0179706	-0.0131413
10.6	0.0123587	-0.00631668
10.7	0.00583143	-0.000127108
10.8	-0.0010233	0.00562919
10.9	-0.00668278	0.0121808
11	-0.0129161	0.0184431
11.1	-0.0198842	0.0242979
11.2	-0.0255959	0.0304211
11.3	-0.0313067	0.0361667
11.4	-0.0378428	0.0419769
11.5	-0.0435368	0.0478462
11.6	-0.0488821	0.0526886
11.7	-0.0544454	0.0578599
11.8	-0.0595745	0.0635123
11.9	-0.0648308	0.0677203
12	-0.0695153	0.0717685
12.1	-0.0733552	0.0764355
12.2	-0.078023	0.0802794
12.3	-0.0822637	0.0837457
12.4	-0.0851366	0.0867381
12.5	-0.0883114	0.0893214
12.6	-0.0913444	0.0925269
12.7	-0.0940031	0.0946901
12.8	-0.0963124	0.0957277
12.9	-0.097322	0.0972415
13	-0.0986302	0.0984349
13.1	-0.100312	0.0994096
13.2	-0.100817	0.099649
13.3	-0.100821	0.0986023
13.4	-0.100074	0.098143
13.5	-0.0993298	0.0977158
13.6	-0.0992013	0.0966552
13.7	-0.0978796	0.0950254
13.8	-0.0957732	0.0920134
13.9	-0.0930392	0.0892662
14	-0.0900555	0.0869415
14.1	-0.0879721	0.0843283
14.2	-0.0852991	0.0814854
14.3	-0.0819081	0.0770582
14.4	-0.077529	0.0720812
14.5	-0.0721679	0.0671682
14.6	-0.0674692	0.0625069
14.7	-0.062985	0.0588085
14.8	-0.0590825	0.0545901
14.9	-0.0549551	0.049834
15	-0.0495886	0.0438603
15.1	-0.0434321	0.0366468
15.2	-0.0359276	0.0293043
15.3	-0.0284064	0.0217805
15.4	-0.0211731	0.0154547
15.5	-0.0148039	0.0101208
15.6	-0.0099441	0.00611952
15.7	-0.00601136	0.00344803
15.8	-0.00357804	0.0014581
15.9	-0.00173765	0.000522339
16	-0.000721299	-0.000273491
16.1	-0.000103689	-0.000488813
16.2	0.00035419	-0.000683758
16.3	0.000430734	-0.000741025
16.4	0.000707984	-0.000649839
16.5	0.000628955	-0.000721223
16.6	0.000803923	-0.000518631
16.7	0.000749393	-0.000591324
16.8	0.000815997	-0.000387855
16.9	0.000842326	-0.000409679
17	0.000809715	-0.000265814
17.1	0.000903441	-0.000209187
17.2	0.000808698	-0.000139426
17.3	0.000927485	-1.18437e-05
17.4	0.000816065	1.32017e-06
17.5	0.000918226	0.000170848
17.6	0.000824959	0.000157686
17.7	0.000884704	0.000336162
17.8	0.000826053	0.000324162
17.9	0.000836022	0.000486326
18	0.000812123	0.000492411
18.1	0.000778447	0.000624783
18.2	0.000779677	0.000654429
18.3	0.00071495	0.000753886
18.4	0.000728557	0.000804106
18.5	0.000646121	0.000874141
18.6	0.000660736	0.000937481
18.7	0.000571426	0.000984448
18.8	0.000579104	0.00105229
18.9	0.00049021	0.00108275
19	0.000486658	0.00114737
19.1	0.000402261	0.00116669
19.2	0.000386085	0.00122208
19.3	0.000308011	0.00123406
19.4	0.000279661	0.00127609
19.5	0.000208497	0.00128306
19.6	0.000169305	0.00130917
19.7	0.000105224	0.00131239
19.8	5.66819e-05	0.00132123
19.9	-0.020142	0


#t = 15.85
0	0	-0.0974465
0.1	-0.010865	-0.0970631
0.2	-0.021688	-0.0962931
0.3	-0.0324238	-0.0951491
0.4	-0.0430337	-0.0936208
0.5	-0.0534716	-0.0917348
0.6	-0.0637004	-0.0894718
0.7	-0.0736766	-0.0868741
0.8	-0.0833618	-0.0839114
0.9	-0.0927204	-0.0806437
1	-0.101708	-0.0770275
1.1	-0.110303	-0.0731416
1.2	-0.118449	-0.0689289
1.3	-0.126147	-0.0644856
1.4	-0.133321	-0.0597439
1.5	-0.140002	-0.0548115
1.6	-0.14609	-0.0496183
1.7	-0.151649	-0.0442711
1.8	-0.156556	-0.0387126
1.9	-0.160904	-0.0330298
2	-0.164554	-0.0271992
2.1	-0.167618	-0.0212648
2.2	-0.169962	-0.0152592
2.3	-0.171685	-0.00916275
2.4	-0.172693	-0.00307911
2.5	-0.173039	0.00308272
2.6	-0.172704	0.00915249
2.7	-0.171662	0.0152746
2.8	-0.169993	0.0212468
2.9	-0.16758	0.0272173
3	-0.164596	0.0330156
3.1	-0.160862	0.0387221
3.2	-0.156592	0.0442714
3.3	-0.151619	0.0496119
3.4	-0.146108	0.054825
3.5	-0.140005	0.059713
3.6	-0.133343	0.0644642
3.7	-0.12626	0.0687954
3.8	-0.118657	0.0728541
3.9	-0.110879	0.0763718
4	-0.102841	0.0792426
4.1	-0.0950152	0.0812765
4.2	-0.0875535	0.0820065
4.3	-0.0808598	0.0813544
4.4	-0.075325	0.0787766
4.5	-0.0709063	0.0744681
4.6	-0.0677433	0.0685281
4.7	-0.0650316	0.0616125
4.8	-0.0621998	0.0547448
4.9	-0.0582927	0.0484964
5	-0.0527611	0.0435734
5.1	-0.0460127	0.0393493
5.2	-0.0385923	0.0350465
5.3	-0.0319066	0.0297177
5.4	-0.0263114	0.0228401
5.5	-0.0214459	0.0154411
5.6	-0.016378	0.00838148
5.7	-0.0098841	0.0025964
5.8	-0.00251782	-0.00235908
5.9	0.00479983	-0.00794713
6	0.0110064	-0.0145201
6.1	0.0160911	-0.0218228
6.2	0.0216797	-0.0283369
6.3	0.028219	-0.0334347
6.4	0.0352335	-0.0384142
6.5	0.0414458	-0.0440712
6.6	0.0461873	-0.050504
6.7	0.0510698	-0.0563343
6.8	0.056827	-0.0605765
6.9	0.0627229	-0.0647211
7	0.0676987	-0.0696117
7.1	0.0713269	-0.0746601
7.2	0.0753064	-0.0787754
7.3	0.0801722	-0.0815318
7.4	0.0842102	-0.0846622
7.5	0.0870274	-0.0885847
7.6	0.0895131	-0.0914435
7.7	0.09252	-0.0931099
7.8	0.09556	-0.0947694
7.9	0.0970325	-0.0968296
8	0.0978306	-0.0985009
8.1	0.0995679	-0.0987129
8.2	0.100828	-0.0986401
8.3	0.100625	-0.0994496
8.4	0.10027	-0.0993146
8.5	0.100261	-0.0977366
8.6	0.0997233	-0.0966718
8.7	0.0980908	-0.0957905
8.8	0.0961616	-0.0936211
8.9	0.094727	-0.0909179
9	0.0925395	-0.0885854
9.1	0.08909	-0.0858886
9.2	0.0861705	-0.082251
9.3	0.0834264	-0.0783996
9.4	0.0791172	-0.0748173
9.5	0.0746913	-0.070642
9.6	0.0711124	-0.0656823
9.7	0.0663414	-0.0610275
9.8	0.0607527	-0.0563612
9.9	0.0561938	-0.0507578
10	0.0511164	-0.0451655
10.1	0.0447796	-0.0399506
10.2	0.0392928	-0.0340114
10.3	0.0339809	-0.0278299
10.4	0.0272822	-0.022098
10.5	0.021046	-0.0159472
10.6	0.0155421	-0.00958031
10.7	0.00884435	-0.00355447
10.8	0.00215366	0.00279945
10.9	-0.00355041	0.00906419
11	-0.00996869	0.014959
11.1	-0.0166427	0.021442
11.2	-0.0225341	0.0275657
11.3	-0.0286402	0.0328986
11.4	-0.0347272	0.0391299
11.5	-0.040515	0.0451736
11.6	-0.0465154	0.0499069
11.7	-0.0517512	0.0552954
11.8	-0.0567801	0.0608841
11.9	-0.0625839	0.065378
12	-0.0672801	0.0698486
12.1	-0.0712287	0.0741016
12.2	-0.0759943	0.078159
12.3	-0.0801886	0.0823092
12.4	-0.0837158	0.0851507
12.5	-0.0869843	0.0878049
12.6	-0.0896481	0.0911975
12.7	-0.0928341	0.0935355
12.8	-0.0954686	0.0952229
12.9	-0.0966397	0.0965874
13	-0.098127	0.0975938
13.1	-0.0995306	0.0991573
13.2	-0.100572	0.0996468
13.3	-0.101157	0.098976
13.4	-0.100304	0.098515
13.5	-0.0996973	0.09778
13.6	-0.0994333	0.097316
13.7	-0.0984983	0.0960786
13.8	-0.0971223	0.0933804
13.9	-0.0943503	0.0907581
14	-0.0914429	0.0879832
14.1	-0.0891313	0.0856649
14.2	-0.0865411	0.0831808
14.3	-0.0838747	0.0792477
14.4	-0.0797719	0.0747618
14.5	-0.07479	0.0695176
14.6	-0.0698535	0.064749
14.7	-0.0649796	0.0607597
14.8	-0.0611355	0.0566538
14.9	-0.0570234	0.0525172
15	-0.0523779	0.0469385
15.1	-0.0467019	0.040399
15.2	-0.0395946	0.0330649
15.3	-0.0322403	0.0253971
15.4	-0.024552	0.0186394
15.5	-0.0178482	0.0125507
15.6	-0.0121765	0.00808589
15.7	-0.00772195	0.00466469
15.8	-0.00472124	0.0023783
15.9	-0.00241154	0.00103051
16	-0.0012189	3.53135e-05
16.1	-0.000251283	-0.000259874
16.2	0.000161384	-0.000645485
16.3	0.000452276	-0.0006024
16.4	0.000664507	-0.000689353
16.5	0.000656762	-0.000633739
16.6	0.000847845	-0.000545896
16.7	0.00074333	-0.000558022
16.8	0.000907663	-0.00037469
16.9	0.000816679	-0.000425984
17	0.000913232	-0.000218951
17.1	0.000884637	-0.000256559
17.2	0.000896961	-8.0032e-05
17.3	0.000933724	-6.75536e-05
17.4	0.000876042	5.24006e-05
17.5	0.000954133	0.000124214
17.6	0.000856632	0.000187559
17.7	0.000944343	0.000306836
17.8	0.000837208	0.000329147
17.9	0.000908637	0.000474377
18	0.000812721	0.000475573
18.1	0.000853359	0.000625397
18.2	0.000778011	0.000622065
18.3	0.000784262	0.00076069
18.4	0.000729657	0.000762888
18.5	0.000705401	0.000881449
18.6	0.000666425	0.000892826
18.7	0.000619157	0.000988287
18.8	0.000588884	0.00100785
18.9	0.000526774	0.00108098
19	0.000498754	0.00110517
19.1	0.000428978	0.0011586
19.2	0.000398307	0.00118305
19.3	0.000326428	0.00121988
19.4	0.000289976	0.00124051
19.5	0.000219971	0.00126346
19.6	0.000176141	0.00127713
19.7	0.000110716	0.00128812
19.8	5.90695e-05	0.00129289
19.9	-0.0207885	0


#t = 15.9
0	0	-0.102879
0.1	-0.0106628	-0.102475
0.2	-0.0212812	-0.101661
0.3	-0.0318203	-0.100454
0.4	-0.0422266	-0.0988397
0.5	-0.0524763	-0.0968492
0.6	-0.0625058	-0.0944599
0.7	-0.072305	-0.0917167
0.8	-0.0817988	-0.0885907
0.9	-0.0909937	-0.0851373
1	-0.0998016	-0.0813251
1.1	-0.108248	-0.0772144
1.2	-0.11623	-0.072778
1.3	-0.123794	-0.0680725
1.4	-0.130827	-0.0630846
1.5	-0.137387	-0.0578554
1.6	-0.143361	-0.0523981
1.7	-0.148812	-0.0467242
1.8	-0.153637	-0.0408866
1.9	-0.157888	-0.0348551
2	-0.161492	-0.0287309
2.1	-0.164471	-0.0224366
2.2	-0.166804	-0.0161207
2.3	-0.168458	-0.00966688
2.4	-0.169485	-0.00325228
2.5	-0.169788	0.00325011
2.6	-0.169493	0.00967358
2.7	-0.168444	0.0161093
2.8	-0.166821	0.0224534
2.9	-0.164452	0.0287092
3	-0.161509	0.0348826
3.1	-0.157874	0.0408569
3.2	-0.153641	0.0467579
3.3	-0.148814	0.0523671
3.4	-0.143354	0.0578766
3.5	-0.137421	0.063044
3.6	-0.130862	0.0680059
3.7	-0.123964	0.0725966
3.8	-0.116584	0.0767431
3.9	-0.109055	0.080391
4	-0.101459	0.0831554
4.1	-0.0940892	0.0850074
4.2	-0.0873805	0.0853533
4.3	-0.0814755	0.0841218
4.4	-0.076893	0.0809859
4.5	-0.0733745	0.0760496
4.6	-0.0708261	0.0698839
4.7	-0.0684593	0.0630283
4.8	-0.0653648	0.0566983
4.9	-0.0610108	0.0512622
5	-0.0549184	0.0469476
5.1	-0.0479567	0.0430595
5.2	-0.0409274	0.0383893
5.3	-0.0348436	0.0325153
5.4	-0.0299327	0.0252729
5.5	-0.0250949	0.017975
5.6	-0.0195513	0.0116284
5.7	-0.0125585	0.00627955
5.8	-0.00500772	0.00129974
5.9	0.00172805	-0.00484383
6	0.00743947	-0.0119778
6.1	0.0125658	-0.0190284
6.2	0.0186603	-0.0250673
6.3	0.0257889	-0.0299274
6.4	0.0325432	-0.0353081
6.5	0.0382496	-0.0417004
6.6	0.0430061	-0.0480628
6.7	0.0483734	-0.0534557
6.8	0.0547405	-0.0576286
6.9	0.0604206	-0.0622332
7	0.0649165	-0.0677976
7.1	0.0688905	-0.0726703
7.2	0.0734703	-0.0763425
7.3	0.0785871	-0.0795128
7.4	0.0823398	-0.0832536
7.5	0.0849833	-0.0873419
7.6	0.088214	-0.0899401
7.7	0.091695	-0.0915899
7.8	0.0943384	-0.0940332
7.9	0.0958338	-0.0964305
8	0.0972298	-0.0976322
8.1	0.0993426	-0.0980828
8.2	0.100499	-0.0987416
8.3	0.100182	-0.099627
8.4	0.100424	-0.0993193
8.5	0.100918	-0.0980055
8.6	0.099982	-0.0974881
8.7	0.0984573	-0.0967551
8.8	0.0973699	-0.0943384
8.9	0.0958904	-0.0920116
9	0.0933902	-0.0903102
9.1	0.0905709	-0.0873484
9.2	0.0880332	-0.083623
9.3	0.0849608	-0.0805542
9.4	0.0808792	-0.0770302
9.5	0.0769907	-0.0724315
9.6	0.0732942	-0.0680678
9.7	0.0684643	-0.0638219
9.8	0.0633433	-0.0586407
9.9	0.0588659	-0.0532965
10	0.0535977	-0.0483339
10.1	0.0475995	-0.042694
10.2	0.0423061	-0.0366673
10.3	0.036725	-0.0311792
10.4	0.0302638	-0.0252161
10.5	0.0243045	-0.0186991
10.6	0.0184271	-0.0129292
10.7	0.011859	-0.00689981
10.8	0.00557728	-5.25837e-05
10.9	-0.000596587	0.00585505
11	-0.00708524	0.011622
11.1	-0.0132055	0.0184963
11.2	-0.019526	0.0245127
11.3	-0.025969	0.0298551
11.4	-0.0315368	0.036236
11.5	-0.0375463	0.0421734
11.6	-0.0439576	0.047289
11.7	-0.0490052	0.0527809
11.8	-0.0541794	0.0579823
11.9	-0.06006	0.06303
12	-0.0648579	0.0678742
12.1	-0.0693064	0.0717188
12.2	-0.0738228	0.0760619
12.3	-0.0779467	0.0805456
12.4	-0.0822304	0.0835165
12.5	-0.0855061	0.086473
12.6	-0.0880824	0.0896045
12.7	-0.0915273	0.0922182
12.8	-0.0942591	0.0946374
12.9	-0.0960365	0.0958438
13	-0.0976029	0.096892
13.1	-0.0986583	0.0986365
13.2	-0.100213	0.0993546
13.3	-0.101133	0.0994022
13.4	-0.100596	0.0988185
13.5	-0.100151	0.0979121
13.6	-0.0994976	0.0977835
13.7	-0.0990068	0.0967666
13.8	-0.0981224	0.0947664
13.9	-0.0956276	0.0922118
14	-0.0929793	0.089139
14.1	-0.0902208	0.08696
14.2	-0.087764	0.084514
14.3	-0.0854821	0.0812991
14.4	-0.0817951	0.0772527
14.5	-0.0774235	0.0719858
14.6	-0.0722534	0.067186
14.7	-0.0672317	0.0626818
14.8	-0.0631214	0.0587099
14.9	-0.0589584	0.05484
15	-0.0549096	0.0497765
15.1	-0.0496138	0.0439527
15.2	-0.0431999	0.0367421
15.3	-0.0359907	0.0292413
15.4	-0.028177	0.0219912
15.5	-0.0211506	0.0153865
15.6	-0.0147132	0.0103132
15.7	-0.00979601	0.00616505
15.8	-0.00603719	0.00353315
15.9	-0.0033647	0.00162683
16	-0.00177276	0.000519121
16.1	-0.000537614	-5.35409e-05
16.2	-6.18653e-05	-0.000500039
16.3	0.000454153	-0.000496285
16.4	0.000566037	-0.000693226
16.5	0.000734276	-0.000538198
16.6	0.000817867	-0.000598153
16.7	0.000804479	-0.000475856
16.8	0.000935499	-0.000420182
16.9	0.000837916	-0.000377708
17	0.000985461	-0.000233249
17.1	0.000876063	-0.000250397
17.2	0.000991335	-6.16504e-05
17.3	0.000916352	-9.63946e-05
17.4	0.000969963	9.14458e-05
17.5	0.000946142	7.54636e-05
17.6	0.000934607	0.000231414
17.7	0.00095527	0.000253269
17.8	0.000893004	0.000364861
17.9	0.000939416	0.000426419
18	0.000847458	0.000495892
18.1	0.000899275	0.000587723
18.2	0.000796745	0.000625191
18.3	0.00083836	0.000733387
18.4	0.000738343	0.00075076
18.5	0.000761001	0.00086196
18.6	0.000670041	0.000869192
18.7	0.000671136	0.000973151
18.8	0.000590705	0.000976792
18.9	0.000571861	0.00106697
19	0.000500411	0.00107028
19.1	0.000465471	0.00114327
19.2	0.000400228	0.00114711
19.3	0.000353702	0.00120166
19.4	0.000291903	0.00120551
19.5	0.000237989	0.00124154
19.6	0.000177579	0.00124442
19.7	0.000119653	0.00126229
19.8	5.96014e-05	0.00126336
19.9	-0.0214201	0


#t = 15.95
0	0	-0.10821
0.1	-0.0104495	-0.107784
0.2	-0.0208546	-0.106931
0.3	-0.0311837	-0.105657
0.4	-0.0413803	-0.103965
0.5	-0.051426	-0.101864
0.6	-0.0612536	-0.0993595
0.7	-0.0708571	-0.0964637
0.8	-0.0801611	-0.0931882
0.9	-0.0891703	-0.0895413
1	-0.097805	-0.0855481
1.1	-0.106076	-0.0812059
1.2	-0.113907	-0.0765598
1.3	-0.121309	-0.0715889
1.4	-0.128215	-0.0663649
1.5	-0.134626	-0.0608423
1.6	-0.140502	-0.0551237
1.7	-0.145819	-0.0491365
1.8	-0.150575	-0.0430122
1.9	-0.154711	-0.0366572
2	-0.158274	-0.0302201
2.1	-0.161162	-0.023603
2.2	-0.163476	-0.0169477
2.3	-0.165074	-0.0101808
2.4	-0.166097	-0.0034035
2.5	-0.166387	0.00339777
2.6	-0.166093	0.0101977
2.7	-0.165083	0.016921
2.8	-0.163462	0.023638
2.9	-0.16118	0.0301806
3	-0.158249	0.0366999
3.1	-0.154738	0.0429735
3.2	-0.150542	0.0491715
3.3	-0.145851	0.0550975
3.4	-0.140481	0.0608427
3.5	-0.134681	0.0663236
3.6	-0.128297	0.0714547
3.7	-0.121548	0.0762868
3.8	-0.114474	0.0805075
3.9	-0.107215	0.0841894
4	-0.100133	0.0868402
4.1	-0.0933284	0.0883618
4.2	-0.0874085	0.0883058
4.3	-0.0824219	0.0864131
4.4	-0.0787269	0.0827451
4.5	-0.0760852	0.0773238
4.6	-0.0739543	0.0710673
4.7	-0.0717052	0.0645756
